,NIDID,cell_id,cell_id_orig,lat,lat_orig,lon,lon_orig,res_capacity,storage_ratio,storage_ratio_25th,storage_ratio_75th,parameter_type,WBM_Decision,ror_type,,*res_capacity is maximum storage in acre-feet
961,OR00592,1568072,1568072,45.008335,45.0083,-117.791664,-117.7917,26000,0.676923077,0.234666833,0.533223161,calibrated,WBM Input,Unknown,,
962,OR00593,1572310,1572310,44.508335,44.5083,-118.191666,-118.1917,29300,0.85221843,0.229652574,0.693315588,calibrated,WBM Input,Unknown,,
963,OR00612,3122547,3122547,42.674999,42.675,-122.675003,-122.675,500000,0.93,0.574834212,0.845874341,calibrated,WBM Input,None,,
964,OR00616,1561416,1561416,45.941666,45.9417,-119.291664,-119.2917,1350000,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
965,OR00619,1584545,1584545,45.691666,45.6917,-119.824997,-119.825,150000,0.86,0.215,0.645,avge,WBM Input,Unknown,,
966,OR00624,3122659,3122659,42.058334,42.0583,-123.10833,-123.1083,89300,0.920492721,0.204127858,0.690512299,calibrated,WBM Input,Unknown,,
967,OR00748,3155684,3155684,42.841667,42.8417,-123.175003,-123.175,117000,0.358034188,0.089508547,0.268525641,avge,WBM Input,Unknown,,
968,OR10020,1590377,1590377,45.474998,45.475,-123.191666,-123.1917,62540,0.957946914,0.239486728,0.718460185,avge,WBM Input,Unknown,,
969,PA00002,2679788,2679788,41.358334,41.3583,-77.925003,-77.925,117000,0.013589744,0.003397436,0.010192308,avge,WBM Input,Unknown,,
970,PA00003,2679473,2679473,40.958332,40.9583,-78.525002,-78.525,209000,0.045454545,0.011363636,0.034090909,avge,WBM Input,Unknown,,
971,PA00004,2679193,2679193,40.424999,40.425,-77.991669,-77.9917,871000,0.590126292,0.147531573,0.442594719,avge,WBM Input,Unknown,,
972,PA00005,2679523,2679523,41.058334,41.0583,-77.60833,-77.6083,186000,0.15483871,0.038709677,0.116129032,avge,WBM Input,Unknown,,
973,PA00007,2680482,2680482,39.924999,39.925,-76.775002,-76.775,48000,1,0.25,0.75,avge,WBM Input,Unknown,,
974,PA00008,2967279,2967279,41.108334,41.1083,-75.724998,-75.725,160290,0.011185975,0.002796494,0.008389482,avge,WBM Input,Unknown,,
975,PA00009,2967655,2967655,41.625,41.625,-75.258331,-75.2583,47300,2.11E-05,5.29E-06,1.59E-05,avge,WBM Input,Unknown,,
976,PA00010,2967537,2967537,40.858334,40.8583,-75.625,-75.625,103625,0.397780458,0.099445115,0.298335344,avge,WBM Input,Unknown,,
977,PA00011,2967872,2967872,41.625,41.625,-75.341667,-75.3417,72800,0.048076923,0.012019231,0.036057692,avge,WBM Input,Unknown,,
978,PA00102,56060,56060,40.708332,40.7083,-79.508331,-79.5083,132000,0.034090909,0.008522727,0.025568182,avge,WBM Input,Unknown,,
979,PA00103,62183,62183,41.924999,41.925,-79.89167,-79.8917,94000,1.06E-05,2.66E-06,7.98E-06,avge,WBM Input,Unknown,,
980,PA00104,102890,102890,41.558334,41.5583,-78.591667,-78.5917,103000,0.624271845,0.156067961,0.468203883,avge,WBM Input,Unknown,,
981,PA00105,21690,21690,41.841667,41.8417,-78.991669,-78.9917,1300000,0.440769231,0.110192308,0.330576923,avge,WBM Input,Unknown,,
982,PA00106,56326,56326,40.441666,40.4417,-79.441666,-79.4417,127556,0.015679388,0.003919847,0.011759541,avge,WBM Input,Unknown,,
983,PA00108,131517,131517,41.691666,41.6917,-80.074997,-80.075,31540,0.156309448,0.039077362,0.117232086,avge,WBM Input,Unknown,,
984,PA00109,46909,46909,39.791668,39.7917,-79.375,-79.375,300000,0.497666667,0.124416667,0.37325,avge,WBM Input,Unknown,,
985,PA00110,43899,43899,41.474998,41.475,-79.441666,-79.4417,180000,0.043333333,0.010833333,0.0325,avge,WBM Input,Unknown,,
986,PA00111,40124,40124,41.291668,41.2917,-80.458336,-80.4583,351000,0.085242165,0.021310541,0.063931624,avge,WBM Input,Unknown,,
987,PA00112,10855,10855,40.491665,40.4917,-79.908333,-79.9083,14500,1,0.25,0.75,avge,WBM Input,Unknown,,
988,PA00113,10902,10902,40.541668,40.5417,-79.808334,-79.8083,16800,1,0.25,0.75,avge,WBM Input,Unknown,,
989,PA00114,10972,10972,40.608334,40.6083,-79.724998,-79.725,9000,1,0.25,0.75,avge,WBM Input,Unknown,,
990,PA00117,12060,12060,40.825001,40.825,-79.525002,-79.525,8400,1,0.25,0.75,avge,WBM Input,Unknown,,
991,PA00126,8254,8254,40.491665,40.4917,-80.091667,-80.0917,42700,1,0.25,0.75,avge,WBM Input,Unknown,,
992,PA00127,8238,8238,40.541668,40.5417,-80.191666,-80.1917,17000,1,0.25,0.75,avge,WBM Input,Unknown,,
993,PA00128,7492,7492,40.658333,40.6583,-80.375,-80.375,57500,1,0.25,0.75,avge,WBM Input,Unknown,,
994,PA00176,73123,73123,41.508335,41.5083,-80.458336,-80.4583,445000,0.42247191,0.105617978,0.316853933,avge,WBM Input,Unknown,,
995,PA00266,2685894,2685894,39.825001,39.825,-76.291664,-76.2917,60500,1,0.25,0.75,avge,WBM Input,Peaking,,
996,PA00302,2967325,2967325,41.458332,41.4583,-75.175003,-75.175,270000,0.488888889,0.122222222,0.366666667,avge,WBM Input,Peaking,,
997,PA00351,2679978,2679978,41.358334,41.3583,-77.35833,-77.3583,35500,0.030985915,0.007746479,0.023239437,avge,WBM Input,Unknown,,
998,PA00484,134675,134675,40.508335,40.5083,-79.558334,-79.5583,74000,0.459459459,0.114864865,0.344594595,avge,WBM Input,Unknown,,
999,PA00514,32077,32077,41.191666,41.1917,-79.425003,-79.425,26600,1,0.25,0.75,avge,WBM Input,Run-of-river/Peaking,,
1000,PA00608,2968507,2968507,40.941666,40.9417,-75.574997,-75.575,27600,0.724637681,0.18115942,0.543478261,avge,WBM Input,Unknown,,
1001,PA00618,2967587,2967587,40.358334,40.3583,-75.508331,-75.5083,25114,0.534761488,0.133690372,0.401071116,avge,WBM Input,Unknown,,
1002,PA00626,2968265,2968265,40.058334,40.0583,-75.741669,-75.7417,24000,0.265833333,0.066458333,0.199375,avge,WBM Input,Unknown,,
1003,PA00709,2967323,2967323,40.441666,40.4417,-75.925003,-75.925,22788,0.522204669,0.130551167,0.391653502,avge,WBM Input,Unknown,,
1004,PA00734,2967723,2967723,40.474998,40.475,-75.191666,-75.1917,71000,0.563380282,0.14084507,0.422535211,avge,WBM Input,Unknown,,
1005,PA00740,95237,95237,40.191666,40.1917,-78.941666,-78.9417,57400,0.662020906,0.165505226,0.496515679,avge,WBM Input,Unknown,,
1006,PA00832,2680746,2680746,40.008335,40.0083,-78.64167,-78.6417,25250,0.148514851,0.037128713,0.111386139,avge,WBM Input,Unknown,,
1007,PA00854,2678622,2678622,39.841667,39.8417,-76.341667,-76.3417,19000,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1008,PA00855,2678628,2678628,39.924999,39.925,-76.408333,-76.4083,144000,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1009,PA00900,116115,116115,41.391666,41.3917,-80.10833,-80.1083,66400,0.268448795,0.067112199,0.201336596,avge,WBM Input,Unknown,,
1010,PA00912,2681829,2681829,40.691666,40.6917,-78.541664,-78.5417,68000,0.372058824,0.093014706,0.279044118,avge,WBM Input,Unknown,,
1011,PA00914,2679762,2679762,41.408333,41.4083,-78.025002,-78.025,127000,0.015748031,0.003937008,0.011811024,avge,WBM Input,Unknown,,
1012,PA00921,2967366,2967366,40.391666,40.3917,-76.041664,-76.0417,129900,0.176266359,0.125050201,0.156423528,calibrated,WBM Input,Unknown,,
1013,PA01132,2679672,2679672,41.875,41.875,-77.125,-77.125,143383,0.069359687,0.017339922,0.052019765,avge,WBM Input,Unknown,,
1014,PA01939,26921,26921,39.724998,39.725,-79.85833,-79.8583,72338,1,0.25,0.75,avge,WBM Input,Reregulating,,
1015,RI03001,3232756,3232756,41.758335,41.7583,-71.574997,-71.575,164850,0.691537762,0.17288444,0.518653321,avge,WBM Input,Unknown,,
1016,SC00003,2889889,2889889,35.058334,35.0583,-82.691666,-82.6917,30000,0.5,0.125,0.375,avge,WBM Input,Unknown,,
1017,SC00025,2889693,2889693,35.125,35.125,-82.425003,-82.425,92300,0.465872156,0.116468039,0.349404117,avge,WBM Input,Unknown,,
1018,SC00109,2888036,2888036,34.208332,34.2083,-81.941666,-81.9417,256000,1,0.25,0.75,avge,WBM Input,Peaking,,
1019,SC00140,2887833,2887833,34.558334,34.5583,-80.875,-80.875,2043,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1020,SC00224,2887914,2887914,34.058334,34.0583,-81.208336,-81.2083,2200000,0.954545455,0.238636364,0.715909091,avge,WBM Input,Unknown,,
1021,SC00247,2978446,2978446,34.275002,34.275,-82.60833,-82.6083,26300,0.975285171,0.243821293,0.731463878,avge,WBM Input,Peaking,,
1022,SC00485,2887811,2887811,34.358334,34.3583,-80.724998,-80.725,262394,1,0.837627411,0.871724605,calibrated,"No WBM Input, Hydro",ROR,,
1023,SC00529,2978554,2978554,34.958332,34.9583,-82.925003,-82.925,1160298,1,0.25,0.75,avge,WBM Input,Unknown,,
1024,SC00632,2836663,2836663,34.424999,34.425,-80.158333,-80.1583,55500,0.486486486,0.121621622,0.364864865,avge,WBM Input,Unknown,,
1025,SC00685,2887870,2887870,35.025002,35.025,-81.008331,-81.0083,24635,1,8.214129781,8.502934905,calibrated,"No WBM Input, Hydro",ROR,,
1026,SC00706,2978379,2978379,34.791668,34.7917,-82.875,-82.875,955586,0.104214587,0.852756364,0.88442983,calibrated,"No WBM Input, Hydro",Unknown,,
1027,SC00732,2887688,2887688,33.458332,33.4583,-80.158333,-80.1583,1450000,0.868965517,0.217241379,0.651724138,avge,WBM Input,Unknown,,
1028,SC01069,2887807,2887807,34.258335,34.2583,-81.324997,-81.325,32000,0.625,0.15625,0.46875,avge,WBM Input,Unknown,,
1029,SC01071,2887832,2887832,34.541668,34.5417,-80.875,-80.875,9620,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1030,SC01072,2887836,2887836,34.608334,34.6083,-80.89167,-80.8917,60000,1,0.543777868,0.583002297,calibrated,"No WBM Input, Hydro",ROR,,
1031,SC01076,3250597,3250597,33.241665,33.2417,-79.991669,-79.9917,1110000,1,0.25,0.75,avge,WBM Input,Run-of-river/Peaking,,
1032,SC02328,2888868,2888868,34.991665,34.9917,-82.291664,-82.2917,45000,0.311111111,0.077777778,0.233333333,avge,WBM Input,Unknown,,
1033,SC02480,2888280,2888280,35.075001,35.075,-81.875,-81.875,20000,0.71,0.1775,0.5325,avge,WBM Input,Unknown,,
1034,SC02569,2888652,2888652,34.474998,34.475,-82.14167,-82.1417,28000,0.260178571,0.065044643,0.195133929,avge,WBM Input,Unknown,,
1035,SC83025,2889927,2889927,34.325001,34.325,-81.324997,-81.325,400000,0.975,0.24375,0.73125,avge,WBM Input,Unknown,,
1036,SD00328,49423,49423,45.858334,45.8583,-98.708336,-98.7083,28800,0.527777778,0.131944444,0.395833333,avge,WBM Input,Unknown,,
1037,SD01092,1708,1708,44.041668,44.0417,-99.441666,-99.4417,1900000,0.907894737,0.746449769,0.766941736,calibrated,WBM Input,Peaking,,
1038,SD01093,1611,1611,43.075001,43.075,-98.574997,-98.575,6300000,0.603174603,0.150793651,0.452380952,avge,WBM Input,Peaking,,
1039,SD01094,1542,1542,42.858334,42.8583,-97.491669,-97.4917,540000,0.694444444,0.664629404,0.763158132,calibrated,"No WBM Input, Hydro",ROR,,
1040,SD01095,1792,1792,44.458332,44.4583,-100.408333,-100.4083,23600000,0.81779661,0.668040954,0.833655163,calibrated,WBM Input,Peaking,,
1041,SD01099,12103,12103,43.341667,43.3417,-103.441666,-103.4417,197100,0.437138508,0.462072981,0.644863286,calibrated,WBM Input,Unknown,,
1042,SD01120,71970,71970,43.974998,43.975,-103.441666,-103.4417,22043,0.607675906,0.151918977,0.45575693,avge,WBM Input,Unknown,,
1043,SD01138,95480,95480,44.025002,44.025,-103.808334,-103.8083,42310,0.370007091,0.318934588,0.362219252,calibrated,WBM Input,Unknown,,
1044,SD01139,52131,52131,44.075001,44.075,-103.491669,-103.4917,140898,0.397202231,0.308594448,0.389677232,calibrated,WBM Input,Unknown,,
1045,SD01140,19216,19216,45.758335,45.7583,-102.208336,-102.2083,468000,0.298076923,0.215185751,0.281839945,calibrated,WBM Input,Unknown,,
1046,SD01192,14898,14898,45.674999,45.675,-98.308334,-98.3083,41933,0.439033697,0.109758424,0.329275272,avge,WBM Input,Unknown,,
1047,TN00904,22971,22971,35.541668,35.5417,-84.041664,-84.0417,49251,1,0.25,0.75,avge,WBM Input,Peaking,,
1048,TN00906,23679,23679,35.491665,35.4917,-83.974998,-83.975,43500,0.944827586,0.236206897,0.70862069,avge,WBM Input,Peaking,,
1049,TN01302,19277,19277,36.224998,36.225,-84.091667,-84.0917,3363168,0.606721698,0.164784758,0.258562515,calibrated,WBM Input,Peaking,,
1050,TN01903,44021,44021,36.341667,36.3417,-82.14167,-82.1417,751557,0.757255937,0.276754467,0.353489639,calibrated,WBM Input,Peaking,,
1051,TN02101,9663,9663,36.325001,36.325,-87.224998,-87.225,104000,0.809615385,0.202403846,0.607211538,avge,WBM Input,Unknown,,
1052,TN02702,32271,32271,36.541668,36.5417,-85.441666,-85.4417,1706000,0.502344666,0.64401281,0.770378611,calibrated,WBM Input,Unknown,,
1053,TN03107,67149,67149,35.458332,35.4583,-86.241669,-86.2417,126000,0.928547619,0.327973697,0.430615876,calibrated,WBM Input,Unknown,,
1054,TN03701,32457,32457,36.158333,36.1583,-86.625,-86.625,652000,0.309815951,0.477212083,0.606073794,calibrated,WBM Input,Unknown,,
1055,TN03702,10927,10927,36.291668,36.2917,-86.658333,-86.6583,545000,0.770642202,0.745699379,0.764988118,calibrated,"No WBM Input, Hydro",ROR,,
1056,TN04102,22126,22126,36.091667,36.0917,-85.824997,-85.825,2092000,0.635755258,0.520889508,0.607423342,calibrated,WBM Input,None,,
1057,TN05101,60944,60944,35.291668,35.2917,-86.091667,-86.0917,101844,0.765042614,0.191260654,0.573781961,avge,WBM Input,Unknown,,
1058,TN05102,42703,42703,35.191666,35.1917,-86.291664,-86.2917,666288,0.794642857,0.326452754,0.385982513,calibrated,WBM Input,Peaking,,
1059,TN06504,7878,7878,35.108334,35.1083,-85.224998,-85.225,737300,0.844296758,0.303618781,0.405880064,calibrated,WBM Input,Peaking,,
1060,TN07101,5941,5941,35.075001,35.075,-88.241669,-88.2417,1546740,0.714405782,0.247975816,0.294808891,calibrated,WBM Input,Peaking,,
1061,TN07305,19121,19121,36.375,36.375,-82.958336,-82.9583,52650,0.14691358,0.036728395,0.110185185,avge,WBM Input,Unknown,,
1062,TN08903,18148,18148,36.158333,36.1583,-83.491669,-83.4917,1699431,0.83663944,0.18243594,0.321261108,calibrated,WBM Input,Peaking,,
1063,TN10501,11718,11718,35.791668,35.7917,-84.241669,-84.2417,475920,0.7625,0.190625,0.571875,avge,WBM Input,Peaking,,
1064,TN10502,18307,18307,35.891666,35.8917,-84.308334,-84.3083,150708,0.697368421,0.367523497,0.383118044,calibrated,"No WBM Input, Hydro",ROR,,
1065,TN10506,20503,20503,35.758335,35.7583,-84.275002,-84.275,513597,0.764478764,0.191119691,0.573359073,avge,WBM Input,Unknown,,
1066,TN11502,7676,7676,35.008335,35.0083,-85.625,-85.625,251600,0.957074722,0.310009454,0.484729108,calibrated,"No WBM Input, Hydro",ROR,,
1067,TN12102,8717,8717,35.625,35.625,-84.775002,-84.775,1415862,0.712885154,0.301051132,0.351723468,calibrated,"No WBM Input, Hydro",ROR,,
1068,TN15501,16367,16367,35.958332,35.9583,-83.541664,-83.5417,1626060,0.752439024,0.115538615,0.304412075,calibrated,WBM Input,Peaking,,
1069,TN15901,12929,12929,36.275002,36.275,-85.908302,-85.9083,310900,0.829848826,0.698676372,0.835781104,calibrated,"No WBM Input, Hydro",ROR,,
1070,TN16305,37310,37310,36.525002,36.525,-82.074997,-82.075,890367,0.739420935,0.254946951,0.335597143,calibrated,WBM Input,Peaking,,
1071,TN16306,23698,23698,36.441666,36.4417,-82.425003,-82.425,216147,0.834862385,0.279220415,0.415336851,calibrated,"No WBM Input, Hydro",ROR,,
1072,TN16307,23108,23108,36.508335,36.5083,-82.525002,-82.525,31728,0.8125,0.203125,0.609375,avge,"No WBM Input, Hydro",ROR,,
1073,TN17704,25155,25155,35.808334,35.8083,-85.64167,-85.6417,64800,0.612037037,0.195106267,0.382355738,calibrated,WBM Input,Peaking,,
1074,TX00002,2517177,2517177,31.108334,31.1083,-97.474998,-97.475,1876700,0.243832259,0.137046829,0.238697565,calibrated,WBM Input,Unknown,,
1075,TX00003,2779376,2779376,32.658333,32.6583,-97.458336,-97.4583,410000,0.215243902,0.181730551,0.217281778,calibrated,WBM Input,Unknown,,
1076,TX00004,2988034,2988034,29.875,29.875,-98.191666,-98.1917,1208350,0.313568089,0.28858006,0.316026559,calibrated,WBM Input,Unknown,,
1077,TX00005,2779255,2779255,32.974998,32.975,-97.058334,-97.0583,788000,0.229695431,0.183816222,0.232262309,calibrated,WBM Input,Unknown,,
1078,TX00006,2600917,2600917,31.841667,31.8417,-99.558334,-99.5583,49290,0.175289105,0.062583045,0.133093824,calibrated,WBM Input,Unknown,,
1079,TX00007,2779226,2779226,33.041668,33.0417,-96.474998,-96.475,1020500,0.44732974,0.34324506,0.450931423,calibrated,WBM Input,Unknown,,
1080,TX00009,2779504,2779504,31.958334,31.9583,-96.708336,-96.7083,323879,0.19544336,0.04886084,0.14658252,avge,WBM Input,Unknown,,
1081,TX00010,2517623,2517623,31.975,31.975,-98.474998,-98.475,585800,0.101399795,0.025349949,0.076049846,avge,WBM Input,Unknown,,
1082,TX00011,2799731,2799731,31.058332,31.0583,-94.10833,-94.1083,6520000,0.444509202,0.320005981,0.439326161,calibrated,WBM Input,Peaking,,
1083,TX00012,2597901,2597901,31.475,31.475,-100.458336,-100.4583,766000,0.151044386,0.037761097,0.11328329,avge,WBM Input,Unknown,,
1084,TX00013,2517741,2517741,30.308332,30.3083,-96.525002,-96.525,1042000,0.216890595,0.054222649,0.162667946,avge,WBM Input,Unknown,,
1085,TX00014,2517589,2517589,31.025,31.025,-97.541664,-97.5417,1013800,0.232491616,0.218197228,0.234077793,calibrated,WBM Input,Unknown,,
1086,TX00016,2517425,2517425,31.575001,31.575,-97.208336,-97.2083,969000,0.157378741,0.150639421,0.157227101,calibrated,WBM Input,Unknown,,
1087,TX00017,2516634,2516634,31.875,31.875,-97.375,-97.375,2100400,0.298562179,0.167605508,0.278513408,calibrated,WBM Input,Peaking,,
1088,TX00019,2779871,2779871,29.758333,29.7583,-95.675003,-95.675,209000,4.78E-06,1.20E-06,3.59E-06,avge,WBM Input,Unknown,,
1089,TX00020,33043,33043,32.758335,32.7583,-94.508331,-94.5083,1998740,0.127530344,0.122873925,0.142917561,calibrated,WBM Input,Unknown,,
1090,TX00021,18285,18285,33.308334,33.3083,-94.158333,-94.1583,6505000,0.022336664,0.005584166,0.016752498,avge,WBM Input,Unknown,,
1091,TX00022,2597602,2597602,31.375,31.375,-100.508331,-100.5083,1087530,0.171222863,0.042805716,0.128417147,avge,WBM Input,Unknown,,
1092,TX00024,1863360,1863360,26.558332,26.5583,-99.175003,-99.175,3177000,0.839785962,0.20994649,0.629839471,avge,WBM Input,Unknown,,
1093,TX00026,24060,24060,34.908333,34.9083,-102.10833,-102.1083,78920,0.07810441,0.019526102,0.058578307,avge,WBM Input,Unknown,,
1094,TX00097,2779347,2779347,30.358334,30.3583,-95.558334,-95.5583,706970,0.588749169,0.592066519,0.612179959,calibrated,WBM Input,Unknown,,
1095,TX00119,2783286,2783286,30.458334,30.4583,-95.525002,-95.525,24475,0.694586313,0.173646578,0.520939734,avge,WBM Input,Unknown,,
1096,TX00182,2801893,2801893,32.208332,32.2083,-95.741669,-95.7417,56816,0.578006195,0.144501549,0.433504647,avge,WBM Input,Unknown,,
1097,TX00237,2779131,2779131,32.174999,32.175,-96.074997,-96.075,1460000,0.469178082,0.117294521,0.351883562,avge,WBM Input,Unknown,,
1098,TX00244,2801019,2801019,32.208332,32.2083,-95.14167,-95.1417,85010,0.505822844,0.126455711,0.379367133,avge,WBM Input,Unknown,,
1099,TX00330,2800653,2800653,32.041668,32.0417,-94.441666,-94.4417,129000,0.355348837,0.088837209,0.266511628,avge,WBM Input,Unknown,,
1100,TX00402,164160,164160,33.658333,33.6583,-96.14167,-96.1417,43761,0.252233724,0.063058431,0.189175293,avge,WBM Input,Unknown,,
1101,TX00579,103944,103944,33.775002,33.775,-97.224998,-97.225,73920,0.313988095,0.078497024,0.235491071,avge,WBM Input,Unknown,,
1102,TX00583,2801372,2801372,31.908333,31.9083,-95.308334,-95.3083,49500,0.518585859,0.129646465,0.388939394,avge,WBM Input,Unknown,,
1103,TX00699,2780045,2780045,33.458332,33.4583,-97.85833,-97.8583,58050,0.345391904,0.086347976,0.259043928,avge,WBM Input,Unknown,,
1104,TX00779,2779038,2779038,32.875,32.875,-97.508331,-97.5083,680335,0.268372199,0.209961628,0.266737736,calibrated,WBM Input,Unknown,,
1105,TX00785,2779031,2779031,32.791668,32.7917,-97.425003,-97.425,110980,0.302928456,0.22909725,0.30323043,calibrated,WBM Input,Unknown,,
1106,TX00837,2779110,2779110,32.808334,32.8083,-96.508331,-96.5083,575040,0.786101836,0.679995698,0.767673637,calibrated,WBM Input,Unknown,,
1107,TX00840,2780104,2780104,32.825001,32.825,-96.724998,-96.725,39400,0.228527919,0.05713198,0.171395939,avge,WBM Input,Unknown,,
1108,TX00920,2801904,2801904,32.625,32.625,-95.258331,-95.2583,40200,0.295771144,0.073942786,0.221828358,avge,WBM Input,Unknown,,
1109,TX00936,2802671,2802671,32.708332,32.7083,-95.541664,-95.5417,22194,0.360007209,0.090001802,0.270005407,avge,WBM Input,Unknown,,
1110,TX00940,2801542,2801542,32.908333,32.9083,-95.341667,-95.3417,28807,0.281181657,0.070295414,0.210886243,avge,WBM Input,Unknown,,
1111,TX00950,2801487,2801487,32.858334,32.8583,-95.441666,-95.4417,29200,0.254794521,0.06369863,0.19109589,avge,WBM Input,Unknown,,
1112,TX00965,50671,50671,33.941666,33.9417,-99.258331,-99.2583,42200,0.226445498,0.056611374,0.169834123,avge,WBM Input,Unknown,,
1113,TX00966,190273,190273,33.991665,33.9917,-99.025002,-99.025,21370,0.408516612,0.102129153,0.306387459,avge,WBM Input,Unknown,,
1114,TX00986,2597157,2597157,30.558332,30.5583,-98.341667,-98.3417,223000,0.602479821,0.586467833,0.596810636,calibrated,"No WBM Input, Hydro",ROR,,
1115,TX00987,2597152,2597152,30.558332,30.5583,-98.258331,-98.2583,8760,1,0.73981117,0.813570177,calibrated,"No WBM Input, Hydro",ROR,,
1116,TX00988,2597170,2597170,30.725,30.725,-98.39167,-98.3917,63500,0.276220472,0.2095567,0.218646767,calibrated,WBM Input,Unknown,,
1117,TX00989,2597172,2597172,30.758333,30.7583,-98.408333,-98.4083,1180000,0.840677966,0.542192191,0.713640392,calibrated,WBM Input,Unknown,,
1118,TX01010,56100,56100,33.658333,33.6583,-98.775002,-98.775,202000,0.427450495,0.329200897,0.478458223,calibrated,WBM Input,Unknown,,
1119,TX01011,21559,21559,33.808334,33.8083,-98.941666,-98.9417,144162,0.231822533,0.057955633,0.1738669,avge,WBM Input,Unknown,,
1120,TX01014,135807,135807,33.958332,33.9583,-98.775002,-98.775,32250,0.47751938,0.119379845,0.358139535,avge,WBM Input,Unknown,,
1121,TX01017,80084,80084,33.841667,33.8417,-98.541664,-98.5417,57280,0.162386522,0.040596631,0.121789892,avge,WBM Input,Unknown,,
1122,TX01029,2518444,2518444,33.408333,33.4083,-99.375,-99.375,131000,0.222679389,0.055669847,0.167009542,avge,WBM Input,Unknown,,
1123,TX01054,2518508,2518508,31.591667,31.5917,-96.525002,-96.525,21274,0.145717778,0.036429444,0.109288333,avge,WBM Input,Unknown,,
1124,TX01086,2597112,2597112,30.291666,30.2917,-97.791664,-97.7917,115404,0.218363315,0.191769161,0.205941891,calibrated,WBM Input,Unknown,,
1125,TX01087,2597125,2597125,30.391666,30.3917,-97.908333,-97.9083,3223000,0.606236426,0.254988372,0.347326755,calibrated,WBM Input,Unknown,,
1126,TX01089,2604529,2604529,30.275,30.275,-97.591667,-97.5917,45200,0.750884956,0.187721239,0.563163717,avge,WBM Input,Unknown,,
1127,TX01222,2780121,2780121,32.758335,32.7583,-97.675003,-97.675,37520,0.498773987,0.382555057,0.473866984,calibrated,WBM Input,Unknown,,
1128,TX01255,2781213,2781213,32.341667,32.3417,-96.841667,-96.8417,22764,0.593041645,0.148260411,0.444781234,avge,WBM Input,Unknown,,
1129,TX01409,2522063,2522063,32.441666,32.4417,-98.991669,-98.9917,32800,0.792682927,0.198170732,0.594512195,avge,WBM Input,Unknown,,
1130,TX01432,2990093,2990093,29.258333,29.2583,-98.39167,-98.3917,32324,0.819824279,0.20495607,0.614868209,avge,WBM Input,Unknown,,
1131,TX01448,2988699,2988699,29.275,29.275,-98.308334,-98.3083,97441,0.620724336,0.155181084,0.465543252,avge,WBM Input,Unknown,,
1132,TX01496,2779115,2779115,33.224998,33.225,-97.824997,-97.825,923814,0.39643911,0.099109778,0.297329333,avge,WBM Input,Unknown,,
1133,TX01564,2522097,2522097,29.475,29.475,-95.658333,-95.6583,29150,0.6432247,0.160806175,0.482418525,avge,WBM Input,Unknown,,
1134,TX01841,111746,111746,33.708332,33.7083,-95.574997,-95.575,23398,0.393623387,0.098405847,0.29521754,avge,WBM Input,Unknown,,
1135,TX01912,2987963,2987963,29.491667,29.4917,-97.625,-97.625,28070,0.26718917,0.066797292,0.200391877,avge,WBM Input,Unknown,,
1136,TX01913,2987953,2987953,29.475,29.475,-97.491669,-97.4917,27450,0.14571949,0.036429872,0.109289617,avge,WBM Input,Unknown,,
1137,TX02137,2520975,2520975,31.058332,31.0583,-96.275002,-96.275,25000,0.336,0.084,0.252,avge,WBM Input,Unknown,,
1138,TX02143,2517231,2517231,33.474998,33.475,-101.091667,-101.0917,71590,0.627140662,0.156785166,0.470355497,avge,WBM Input,Unknown,,
1139,TX02152,2598740,2598740,32.025002,32.025,-99.458336,-99.4583,91680,0.423712914,0.105928229,0.317784686,avge,WBM Input,Unknown,,
1140,TX02250,1889594,1889594,27.308332,27.3083,-99.474998,-99.475,21500,0.080465116,0.020116279,0.060348837,avge,WBM Input,Unknown,,
1141,TX02267,1878096,1878096,27.541666,27.5417,-99.441666,-99.4417,65000,0.268923077,0.067230769,0.201692308,avge,WBM Input,Unknown,,
1142,TX02296,1863576,1863576,29.458334,29.4583,-101.058334,-101.0583,5128000,0.659906396,0.164976599,0.494929797,avge,WBM Input,Unknown,,
1143,TX02312,1864571,1864571,31.908333,31.9083,-103.908333,-103.9083,516785,0.292191143,0.085140221,0.213044293,calibrated,WBM Input,Unknown,,
1144,TX02483,2518055,2518055,32.591667,32.5917,-99.708336,-99.7083,136076,0.516623064,0.129155766,0.387467298,avge,WBM Input,Unknown,,
1145,TX02718,2607765,2607765,30.158333,30.1583,-97.275002,-97.275,24700,0.671659919,0.16791498,0.503744939,avge,WBM Input,Unknown,,
1146,TX02789,2597890,2597890,31.841667,31.8417,-99.008331,-99.0083,1011829,0.129892502,0.032473125,0.097419376,avge,WBM Input,Unknown,,
1147,TX02883,33865,33865,33.741665,33.7417,-98.35833,-98.3583,685000,0.336290511,0.221748689,0.3454617,calibrated,WBM Input,Unknown,,
1148,TX03139,2597571,2597571,31.391666,31.3917,-100.458336,-100.4583,32981,0.306479488,0.282089919,0.299075291,calibrated,WBM Input,Unknown,,
